label,sub_type,r,g,b,rg_ratio
Apple,Apple Red 1,169.1,124.1,119.34,1.3626
Apple,Apple Red 1,171.08,116.79,103.63,1.4649
Apple,Apple Red 1,159.84,108.56,101.91,1.4724
Apple,Apple Red 1,165.09,118.67,114.42,1.3912
Apple,Apple Red 1,172.85,117.28,107.83,1.4738
Apple,Apple Red 1,164.03,118.34,106.6,1.3861
Apple,Apple Red 1,174.31,126.93,117.86,1.3733
Apple,Apple Red 1,166.0,119.59,114.97,1.3881
Apple,Apple Red 1,166.96,114.7,105.35,1.4556
Apple,Apple Red 1,164.82,108.42,99.62,1.5201
Apple,Apple Red 1,162.81,112.67,103.21,1.4451
Apple,Apple Red 1,166.09,120.81,108.4,1.3748
Apple,Apple Red 1,159.22,109.62,98.36,1.4524
Apple,Apple Red 1,163.03,111.44,103.86,1.4629
Apple,Apple Red 1,171.66,131.11,112.88,1.3092
Apple,Apple Red 1,165.6,113.58,104.96,1.458
Apple,Apple Red 1,165.83,120.9,108.74,1.3716
Apple,Apple Red 1,160.69,109.29,102.61,1.4704
Apple,Apple Red 1,170.04,125.27,120.12,1.3574
Apple,Apple Red 1,180.61,133.94,118.94,1.3485
Apple,Apple Red 1,180.14,134.81,117.73,1.3363
Apple,Apple Red 1,174.96,130.83,117.57,1.3373
Apple,Apple Red 1,172.57,123.18,112.96,1.401
Apple,Apple Red 1,176.53,134.47,118.02,1.3128
Apple,Apple Red 1,171.08,114.86,104.43,1.4895
Apple,Apple Red 1,169.4,115.6,104.7,1.4654
Apple,Apple Red 1,169.12,118.72,108.56,1.4245
Apple,Apple Red 1,163.1,108.98,101.71,1.4966
Apple,Apple Red 1,165.44,108.53,97.06,1.5243
Apple,Apple Red 1,173.12,116.86,107.35,1.4814
Apple,Apple Red 1,180.5,137.11,123.58,1.3165
Apple,Apple Red 1,180.5,136.39,122.7,1.3234
Apple,Apple Red 1,176.33,132.02,125.09,1.3357
Apple,Apple Red 1,161.82,112.43,102.12,1.4394
Apple,Apple Red 1,167.3,121.2,107.94,1.3804
Apple,Apple Red 1,180.32,132.43,115.15,1.3616
Apple,Apple Red 1,156.6,105.59,101.28,1.4831
Apple,Apple Red 1,179.82,135.25,122.05,1.3296
Apple,Apple Red 1,170.03,120.05,109.85,1.4164
Apple,Apple Red 1,172.32,118.26,104.72,1.4572
Apple,Apple Red 1,179.98,138.34,125.35,1.301
Apple,Apple Red 1,180.84,138.05,124.34,1.3099
Apple,Apple Red 1,153.34,97.93,92.44,1.5658
Apple,Apple Red 1,149.35,92.23,87.57,1.6194
Apple,Apple Red 1,167.27,114.94,105.61,1.4553
Apple,Apple Red 1,181.02,139.98,127.35,1.2932
Apple,Apple Red 1,163.49,107.81,100.29,1.5164
Apple,Apple Red 1,179.98,133.07,117.79,1.3525
Apple,Apple Red 1,160.9,109.36,100.1,1.4712
Apple,Apple Red 1,178.14,127.14,110.71,1.4012
Apple,Apple Red 1,173.04,117.54,107.67,1.4722
Apple,Apple Red 1,179.3,129.63,112.81,1.3832
Apple,Apple Red 1,180.2,136.15,122.7,1.3236
Apple,Apple Red 1,170.02,119.2,108.52,1.4264
Apple,Apple Red 1,172.5,127.75,114.46,1.3503
Apple,Apple Red 1,161.07,109.44,100.33,1.4717
Apple,Apple Red 1,162.99,111.57,103.79,1.4608
Apple,Apple Red 1,179.51,135.02,118.08,1.3296
Apple,Apple Red 1,180.26,137.38,121.17,1.3122
Apple,Apple Red 1,172.44,116.91,107.59,1.4751
Apple,Apple Red 1,169.86,118.32,107.48,1.4357
Apple,Apple Red 1,180.28,138.73,123.96,1.2995
Apple,Apple Red 1,172.51,116.94,107.57,1.4752
Apple,Apple Red 1,152.92,97.57,92.01,1.5673
Apple,Apple Red 1,179.85,138.62,125.06,1.2975
Apple,Apple Red 1,168.16,116.81,106.59,1.4396
Apple,Apple Red 1,179.62,133.15,118.57,1.349
Apple,Apple Red 1,180.2,136.82,120.62,1.3171
Apple,Apple Red 1,169.62,119.7,109.36,1.417
Apple,Apple Red 1,177.28,130.05,117.34,1.3632
Apple,Apple Red 1,165.31,108.97,99.67,1.517
Apple,Apple Red 1,166.37,110.29,99.61,1.5086
Apple,Apple Red 1,163.83,112.15,104.2,1.4607
Apple,Apple Red 1,168.65,123.8,111.16,1.3622
Apple,Apple Red 1,163.13,111.59,103.98,1.4618
Apple,Apple Red 1,172.94,130.85,113.23,1.3217
Apple,Apple Red 1,165.29,113.47,104.74,1.4567
Apple,Apple Red 1,159.43,109.51,98.67,1.4559
Apple,Apple Red 1,179.63,135.25,118.52,1.3282
Apple,Apple Red 1,172.25,127.44,114.49,1.3516
Apple,Apple Red 1,171.56,129.65,111.26,1.3233
Apple,Apple Red 1,179.01,135.07,121.68,1.3253
Apple,Apple Red 1,174.01,124.49,112.33,1.3977
Apple,Apple Red 1,161.25,109.84,101.0,1.4681
Apple,Apple Red 1,179.85,133.91,118.24,1.3431
Apple,Apple Red 1,178.94,132.13,116.3,1.3543
Apple,Apple Red 1,165.9,109.45,99.53,1.5158
Apple,Apple Red 1,172.4,118.72,104.76,1.4522
Apple,Apple Red 1,174.65,125.39,113.03,1.3929
Apple,Apple Red 1,173.05,131.41,113.61,1.3169
Apple,Apple Red 1,161.28,110.12,102.16,1.4646
Apple,Apple Red 1,168.24,117.23,106.95,1.4351
Apple,Apple Red 1,163.17,107.31,99.47,1.5204
Apple,Apple Red 1,169.34,128.22,109.62,1.3207
Apple,Apple Red 1,169.27,124.15,110.99,1.3634
Apple,Apple Red 1,162.55,115.67,104.27,1.4053
Apple,Apple Red 1,174.75,119.18,108.93,1.4663
Apple,Apple Red 1,180.75,134.0,119.14,1.3489
Apple,Apple Red 1,176.58,124.9,108.87,1.4138
Apple,Apple Red 1,160.67,109.52,102.41,1.467
Apple,Apple Red 1,180.41,133.49,116.22,1.3515
Apple,Apple Red 1,170.55,114.61,103.99,1.4881
Apple,Apple Red 1,178.2,127.75,110.96,1.3949
Apple,Apple Red 1,179.97,131.43,114.22,1.3693
Apple,Apple Red 1,158.97,106.71,98.88,1.4897
Apple,Apple Red 1,173.38,116.97,107.49,1.4823
Apple,Apple Red 1,172.96,117.15,107.77,1.4764
Apple,Apple Red 1,168.35,123.82,111.13,1.3596
Apple,Apple Red 1,174.57,133.18,115.88,1.3108
Apple,Apple Red 1,173.17,116.46,106.95,1.487
Apple,Apple Red 1,179.33,135.4,121.92,1.3244
Apple,Apple Red 1,153.37,98.36,92.58,1.5592
Apple,Apple Red 1,156.49,103.09,97.31,1.518
Apple,Apple Red 1,161.26,110.05,101.64,1.4653
Apple,Apple Red 1,168.54,117.71,107.37,1.4318
Apple,Apple Red 1,180.39,132.01,114.94,1.3665
Apple,Apple Red 1,179.77,130.74,113.79,1.375
Apple,Apple Red 1,163.41,111.41,104.05,1.4668
Apple,Apple Red 1,179.96,135.81,122.42,1.3251
Apple,Apple Red 1,180.27,133.82,116.63,1.3471
Apple,Apple Red 1,161.83,112.37,102.06,1.4401
Apple,Apple Red 1,173.06,117.02,107.77,1.4789
Apple,Apple Red 1,177.84,136.13,120.25,1.3064
Apple,Apple Red 1,170.09,119.8,109.48,1.4198
Apple,Apple Red 1,178.07,134.28,121.13,1.3261
Apple,Apple Red 1,175.63,120.19,109.89,1.4613
Apple,Apple Red 1,165.33,108.85,99.75,1.5189
Apple,Apple Red 1,179.24,137.88,122.54,1.3
Apple,Apple Red 1,181.23,138.95,125.22,1.3043
Apple,Apple Red 1,175.73,123.51,107.87,1.4227
Apple,Apple Red 1,175.93,131.76,124.87,1.3353
Apple,Apple Red 1,166.02,113.86,104.86,1.4582
Apple,Apple Red 1,175.67,131.45,124.85,1.3364
Apple,Apple Red 1,160.84,109.33,100.0,1.4711
Apple,Apple Red 1,150.14,93.27,88.53,1.6098
Apple,Apple Red 1,170.43,115.9,103.14,1.4705
Apple,Apple Red 1,148.55,92.62,87.97,1.6039
Apple,Apple Red 1,172.56,117.11,107.5,1.4735
Apple,Apple Red 1,177.87,132.23,118.56,1.3452
Apple,Apple Red 1,167.68,113.68,102.39,1.475
Apple,Apple Red 1,181.82,140.09,126.08,1.2979
Apple,Apple Red 1,178.9,129.08,112.2,1.386
Apple,Apple Red 1,159.13,106.62,99.11,1.4924
Apple,Apple Red 1,162.69,112.42,103.1,1.4471
Apple,Apple Red 1,158.59,108.57,104.55,1.4607
Apple,Apple Red 1,163.67,107.36,99.52,1.5245
Apple,Apple Red 1,164.44,108.18,99.58,1.5201
Apple,Apple Red 1,150.61,94.84,90.1,1.588
Apple,Apple Red 1,169.97,115.17,102.82,1.4758
Apple,Apple Red 1,161.28,109.66,100.95,1.4707
Apple,Apple Red 1,170.04,114.86,103.97,1.4805
Apple,Apple Red 1,180.43,132.78,115.69,1.3588
Apple,Apple Red 1,160.91,112.9,101.51,1.4253
Apple,Apple Red 1,172.64,128.88,123.54,1.3396
Apple,Apple Red 1,160.31,108.79,102.22,1.4736
Apple,Apple Red 1,180.27,136.73,123.02,1.3185
Apple,Apple Red 1,169.58,115.16,104.21,1.4725
Apple,Apple Red 1,174.89,122.24,106.97,1.4307
Apple,Apple Red 1,164.54,112.86,104.38,1.4579
Apple,Apple Red 1,181.25,139.51,125.49,1.2992
Apple,Apple Red 1,180.67,137.77,122.16,1.3114
Apple,Apple Red 1,162.63,114.86,110.88,1.4158
Apple,Apple Red 1,154.63,102.36,98.14,1.5106
Apple,Apple Red 1,165.73,109.2,99.55,1.5176
Apple,Apple Red 1,163.06,111.69,103.6,1.46
Apple,Apple Red 1,173.84,117.55,107.97,1.4788
Apple,Apple Red 1,179.61,132.83,117.16,1.3522
Apple,Apple Red 1,177.43,133.99,120.74,1.3242
Apple,Apple Red 1,175.22,131.2,124.66,1.3355
Apple,Apple Red 1,170.04,118.05,107.31,1.4404
Apple,Apple Red 1,163.36,109.39,102.24,1.4934
Apple,Apple Red 1,174.74,130.63,117.71,1.3377
Apple,Apple Red 1,166.74,110.7,100.04,1.5062
Apple,Apple Red 1,147.41,89.97,85.43,1.6385
Apple,Apple Red 1,170.93,114.6,104.22,1.4915
Apple,Apple Red 1,169.38,115.37,104.23,1.4682
Apple,Apple Red 1,172.45,116.98,107.59,1.4742
Apple,Apple Red 1,169.01,113.1,100.09,1.4943
Apple,Apple Red 1,171.81,131.08,112.71,1.3107
Apple,Apple Red 1,167.76,115.76,105.88,1.4493
Apple,Apple Red 1,160.25,109.08,102.27,1.4691
Apple,Apple Red 1,168.28,116.45,106.28,1.445
Apple,Apple Red 1,173.14,119.77,105.25,1.4456
Apple,Apple Red 1,163.42,109.99,102.86,1.4858
Apple,Apple Red 1,177.88,135.61,120.18,1.3118
Apple,Apple Red 1,181.45,135.68,120.58,1.3373
Apple,Apple Red 1,179.29,137.44,122.36,1.3045
Apple,Apple Red 1,152.1,96.55,90.9,1.5753
Apple,Apple Red 1,177.14,133.65,120.73,1.3254
Apple,Apple Red 1,152.76,97.09,91.55,1.5734
Apple,Apple Red 1,165.89,120.8,108.73,1.3732
Apple,Apple Red 1,169.72,117.7,106.7,1.442
Apple,Apple Red 1,180.28,133.78,116.28,1.3476
Apple,Apple Red 1,171.29,120.72,110.28,1.419
Apple,Apple Red 1,174.28,128.01,120.01,1.3614
Apple,Apple Red 1,164.27,107.91,99.69,1.5223
Apple,Apple Red 1,162.68,115.05,110.95,1.4139
Apple,Apple Red 1,163.33,107.55,99.92,1.5186
Apple,Apple Red 1,154.17,99.52,94.42,1.5492
Apple,Apple Red 1,172.88,117.29,107.59,1.474
Apple,Apple Red 1,165.68,109.35,99.69,1.5152
Apple,Apple Red 1,161.28,109.81,101.31,1.4687
Apple,Apple Red 1,165.57,109.07,99.79,1.518
Apple,Apple Red 1,160.22,109.06,99.12,1.469
Apple,Apple Red 1,162.48,112.5,102.7,1.4442
Apple,Apple Red 1,172.31,116.98,107.34,1.473
Apple,Apple Red 1,153.63,98.63,93.7,1.5576
Apple,Apple Red 1,157.24,104.38,97.97,1.5065
Apple,Apple Red 1,164.87,113.09,104.54,1.4579
Apple,Apple Red 1,168.21,116.94,106.9,1.4385
Apple,Apple Red 1,173.61,118.07,108.11,1.4703
Apple,Apple Red 1,163.82,112.38,104.25,1.4577
Apple,Apple Red 1,170.46,125.79,120.43,1.3551
Apple,Apple Red 1,181.26,137.03,123.25,1.3228
Apple,Apple Red 1,169.5,128.26,109.48,1.3215
Apple,Apple Red 1,180.07,135.63,118.49,1.3276
Apple,Apple Red 1,150.66,95.8,91.56,1.5725
Apple,Apple Red 1,161.51,112.65,101.91,1.4337
Apple,Apple Red 1,180.06,134.61,117.24,1.3376
Apple,Apple Red 1,161.38,110.03,102.45,1.4666
Apple,Apple Red 1,162.32,115.62,103.89,1.4039
Apple,Apple Red 1,160.07,109.17,98.92,1.4663
Apple,Apple Red 1,179.58,132.64,117.12,1.3539
Apple,Apple Red 1,165.03,108.67,99.51,1.5187
Apple,Apple Red 1,168.31,123.72,111.34,1.3604
Apple,Apple Red 1,176.79,132.52,125.23,1.3341
Apple,Apple Red 1,169.51,114.95,103.77,1.4747
Apple,Apple Red 1,182.18,136.41,121.5,1.3355
Apple,Apple Red 1,167.74,115.37,105.9,1.454
Apple,Apple Red 1,161.69,112.52,102.0,1.4371
Apple,Apple Red 1,179.86,135.73,122.2,1.3251
Apple,Apple Red 1,178.73,128.42,111.83,1.3918
Apple,Apple Red 1,164.44,108.19,99.16,1.5199
Apple,Apple Red 1,173.38,117.14,107.27,1.48
Apple,Apple Red 1,163.36,110.41,103.04,1.4795
Apple,Apple Red 1,173.1,116.98,107.6,1.4798
Apple,Apple Red 1,152.64,99.16,94.76,1.5393
Apple,Apple Red 1,179.96,131.96,115.17,1.3638
Apple,Apple Red 1,166.1,120.96,108.17,1.3731
Apple,Apple Red 1,175.61,130.29,122.75,1.3479
Apple,Apple Red 1,174.84,119.28,109.94,1.4658
Apple,Apple Red 1,169.1,119.12,108.66,1.4195
Apple,Apple Red 1,174.77,127.23,118.18,1.3737
Apple,Apple Red 1,168.24,123.07,118.52,1.367
Apple,Apple Red 1,163.97,112.41,104.05,1.4586
Apple,Apple Red 1,178.96,132.02,116.2,1.3556
Apple,Apple Red 1,161.08,109.93,102.64,1.4654
Apple,Apple Red 1,168.07,116.18,106.24,1.4466
Apple,Apple Red 1,164.08,118.49,106.75,1.3847
Apple,Apple Red 1,165.72,109.42,99.45,1.5145
Apple,Apple Red 1,167.94,112.34,101.15,1.4949
Apple,Apple Red 1,169.57,116.41,105.59,1.4567
Apple,Apple Red 1,162.03,112.19,102.26,1.4442
Apple,Apple Red 1,173.99,120.92,106.08,1.439
Apple,Apple Red 1,164.34,112.63,104.38,1.4592
Apple,Apple Red 1,174.48,130.52,124.38,1.3368
Apple,Apple Red 1,169.79,114.75,102.7,1.4797
Apple,Apple Red 1,163.68,107.47,99.25,1.523
Apple,Apple Red 1,180.08,135.31,118.31,1.3309
Apple,Apple Red 1,174.46,118.76,108.74,1.469
Apple,Apple Red 1,179.64,134.74,117.91,1.3332
Apple,Apple Red 1,174.06,131.96,114.73,1.319
Apple,Apple Red 1,180.34,133.13,115.79,1.3547
Apple,Apple Red 1,180.59,137.36,121.24,1.3147
Apple,Apple Red 1,153.72,99.06,93.91,1.5518
Apple,Apple Red 1,178.66,132.99,116.99,1.3434
Apple,Apple Red 1,178.13,136.54,120.76,1.3046
Apple,Apple Red 1,171.75,127.26,114.17,1.3496
Apple,Apple Red 1,170.1,119.99,109.8,1.4176
Apple,Apple Red 1,172.44,116.92,107.49,1.4749
Apple,Apple Red 1,150.59,93.91,89.12,1.6035
Apple,Apple Red 1,165.95,120.91,108.51,1.3725
Apple,Apple Red 1,179.92,136.55,120.13,1.3176
Apple,Apple Red 1,165.46,119.16,114.72,1.3885
Apple,Apple Red 1,165.88,109.78,99.14,1.511
Apple,Apple Red 1,168.61,123.62,118.83,1.3639
Apple,Apple Red 1,175.0,130.94,124.61,1.3365
Apple,Apple Red 1,169.95,119.93,109.49,1.417
Apple,Apple Red 1,179.47,130.26,113.23,1.3778
Apple,Apple Red 1,169.77,118.88,107.97,1.4281
Apple,Apple Red 1,156.6,103.52,97.43,1.5128
Apple,Apple Red 1,147.58,90.36,85.64,1.6333
Apple,Apple Red 1,165.76,113.75,104.72,1.4573
Apple,Apple Red 1,170.15,114.55,103.76,1.4854
Apple,Apple Red 1,180.74,137.83,122.55,1.3113
Apple,Apple Red 1,163.36,109.79,102.55,1.4879
Apple,Apple Red 1,180.3,138.3,123.88,1.3037
Apple,Apple Red 1,163.55,111.08,103.84,1.4723
Apple,Apple Red 1,177.82,131.6,117.48,1.3512
Apple,Apple Red 1,175.02,119.43,110.25,1.4655
Apple,Apple Red 1,172.55,116.27,106.1,1.4841
Apple,Apple Red 1,180.73,137.71,122.55,1.3124
Apple,Apple Red 1,180.12,135.81,118.86,1.3262
Apple,Apple Red 1,169.94,120.04,109.64,1.4156
Apple,Apple Red 1,174.19,118.09,108.38,1.4751
Apple,Apple Red 1,168.53,117.55,107.35,1.4338
Apple,Apple Red 1,176.87,129.66,116.78,1.3641
Apple,Apple Red 1,176.39,134.48,118.17,1.3116
Apple,Apple Red 1,175.16,128.84,120.42,1.3595
Apple,Apple Red 1,169.4,115.92,104.89,1.4613
Apple,Apple Red 1,169.71,124.25,111.21,1.3659
Apple,Apple Red 1,176.87,134.92,118.52,1.3109
Apple,Apple Red 1,163.18,107.95,100.52,1.5117
Apple,Apple Red 1,173.35,123.57,111.91,1.4028
Apple,Apple Red 1,161.13,112.88,101.71,1.4275
Apple,Apple Red 1,179.21,133.36,117.48,1.3438
Apple,Apple Red 1,179.92,134.59,117.63,1.3368
Apple,Apple Red 1,168.7,118.01,107.84,1.4296
Apple,Apple Red 1,177.97,131.88,118.48,1.3495
Apple,Apple Red 1,170.31,115.47,103.09,1.4749
Apple,Apple Red 1,161.53,110.06,101.82,1.4676
Apple,Apple Red 1,173.9,130.03,124.22,1.3374
Apple,Apple Red 1,168.12,116.68,106.46,1.4409
Apple,Apple Red 1,175.31,119.83,109.42,1.463
Apple,Apple Red 1,159.76,108.13,101.9,1.4774
Apple,Apple Red 1,169.89,114.71,103.71,1.4811
Apple,Apple Red 1,159.44,109.75,98.57,1.4527
Apple,Apple Red 1,149.09,93.17,88.53,1.6002
Apple,Apple Red 1,172.46,117.06,107.44,1.4732
Apple,Apple Red 1,177.16,125.63,109.64,1.4101
Apple,Apple Red 1,180.32,137.44,121.57,1.312
Apple,Apple Red 1,171.87,115.56,105.33,1.4873
Apple,Apple Red 1,168.62,127.99,109.31,1.3175
Apple,Apple Red 1,163.43,107.31,99.57,1.5231
Apple,Apple Red 1,175.34,122.76,107.45,1.4283
Apple,Apple Red 1,170.14,114.55,103.87,1.4854
Apple,Apple Red 1,180.52,137.71,122.04,1.3109
Apple,Apple Red 1,170.06,119.46,108.99,1.4236
Apple,Apple Red 1,164.57,106.47,94.48,1.5458
Apple,Apple Red 1,172.26,122.65,112.73,1.4044
Apple,Apple Red 1,163.94,112.39,104.25,1.4586
Apple,Apple Red 1,161.72,112.55,102.08,1.4368
Apple,Apple Red 1,174.19,118.63,108.4,1.4684
Apple,Apple Red 1,173.76,118.38,108.09,1.4679
Apple,Apple Red 1,174.69,125.91,113.13,1.3874
Apple,Apple Red 1,178.86,136.93,121.78,1.3062
Apple,Apple Red 1,171.66,129.29,111.13,1.3278
Apple,Apple Red 1,173.24,116.64,107.32,1.4853
Apple,Apple Red 1,175.52,133.83,116.93,1.3115
Apple,Apple Red 1,180.27,137.12,120.89,1.3147
Apple,Apple Red 1,164.78,108.29,99.64,1.5217
Apple,Apple Red 1,179.34,133.69,117.68,1.3414
Apple,Apple Red 1,176.7,134.9,118.78,1.3099
Apple,Apple Red 1,173.16,123.11,111.84,1.4065
Apple,Apple Red 1,174.58,118.69,109.2,1.4708
Apple,Apple Red 1,148.97,92.81,88.39,1.6052
Apple,Apple Red 1,177.61,130.9,117.88,1.3568
Apple,Apple Red 1,150.36,93.71,88.65,1.6045
Apple,Apple Red 1,169.68,119.57,109.28,1.4191
Apple,Apple Red 1,162.56,114.99,110.83,1.4136
Apple,Apple Red 1,173.22,117.64,107.86,1.4724
Apple,Apple Red 1,168.02,115.84,106.07,1.4504
Apple,Apple Red 1,172.19,121.99,111.08,1.4115
Apple,Apple Red 1,167.34,115.24,105.64,1.4521
Apple,Apple Red 1,179.87,136.14,119.52,1.3211
Apple,Apple Red 1,163.1,111.34,103.92,1.4648
Apple,Apple Red 1,174.6,121.57,106.7,1.4362
Apple,Apple Red 1,160.99,109.63,102.68,1.4685
Apple,Apple Red 1,161.51,109.92,101.49,1.4693
Apple,Apple Red 1,171.59,115.17,105.05,1.4899
Apple,Apple Red 1,173.33,117.87,107.85,1.4706
Apple,Apple Red 1,180.23,134.39,117.18,1.3411
Apple,Apple Red 1,149.7,92.72,87.86,1.6144
Apple,Apple Red 1,168.3,116.79,106.79,1.441
Apple,Apple Red 1,148.99,91.97,87.18,1.62
Apple,Apple Red 1,174.05,131.64,114.52,1.3222
Apple,Apple Red 1,172.48,116.89,107.46,1.4756
Apple,Apple Red 1,156.93,105.64,101.47,1.4856
Apple,Apple Red 1,180.31,133.73,118.79,1.3483
Apple,Apple Red 1,168.83,128.16,109.28,1.3174
Apple,Apple Red 1,148.9,91.65,86.88,1.6247
Apple,Apple Red 1,180.84,138.5,124.58,1.3058
Apple,Apple Red 1,157.07,103.95,97.92,1.511
Apple,Apple Red 1,173.34,116.81,106.91,1.4839
Apple,Apple Red 1,177.27,130.53,117.5,1.3581
Apple,Apple Red 1,166.91,121.06,107.75,1.3788
Apple,Apple Red 1,161.57,110.09,102.19,1.4676
Apple,Apple Red 1,169.49,114.27,102.33,1.4832
Apple,Apple Red 1,167.78,115.59,105.86,1.4515
Apple,Apple Red 1,162.31,115.59,103.88,1.4042
Apple,Apple Red 1,180.4,135.01,121.02,1.3362
Apple,Apple Red 1,150.91,94.51,89.47,1.5968
Apple,Apple Red 1,173.65,120.26,105.73,1.4439
Apple,Apple Red 1,172.31,115.85,105.85,1.4874
Apple,Apple Red 1,178.34,132.96,116.64,1.3413
Apple,Apple Red 1,173.16,129.38,123.82,1.3384
Apple,Apple Red 1,160.48,109.17,99.24,1.47
Apple,Apple Red 1,171.93,130.58,112.24,1.3167
Apple,Apple Red 1,179.94,132.39,115.36,1.3592
Apple,Apple Red 1,174.58,130.77,124.43,1.3351
Apple,Apple Red 1,166.97,111.19,100.21,1.5017
Apple,Apple Red 1,182.05,136.13,121.3,1.3374
Apple,Apple Red 1,174.09,124.17,112.24,1.4021
Apple,Apple Red 1,163.01,111.54,103.75,1.4614
Apple,Apple Red 1,166.1,109.6,99.3,1.5155
Apple,Apple Red 1,179.85,133.47,118.67,1.3475
Apple,Apple Red 1,174.36,125.16,112.78,1.3931
Apple,Apple Red 1,180.01,134.05,116.66,1.3429
Apple,Apple Red 1,169.47,124.71,119.67,1.3589
Apple,Apple Red 1,172.09,130.24,112.04,1.3214
Apple,Apple Red 1,172.31,116.98,107.23,1.473
Apple,Apple Red 1,163.9,107.57,99.48,1.5236
Apple,Apple Red 1,175.11,119.45,109.23,1.4659
Apple,Apple Red 1,161.03,109.55,100.49,1.4699
Apple,Apple Red 1,163.36,111.37,104.19,1.4668
Apple,Apple Red 1,153.92,98.88,93.24,1.5566
Apple,Apple Red 1,169.38,114.53,102.31,1.4789
Apple,Apple Red 1,164.98,118.47,114.41,1.3926
Apple,Apple Red 1,174.44,118.29,108.87,1.4746
Apple,Apple Red 1,180.46,139.03,124.43,1.298
Apple,Apple Red 1,179.55,134.67,117.5,1.3332
Apple,Apple Red 1,164.25,118.33,106.29,1.388
Apple,Apple Red 1,163.72,110.77,103.51,1.4781
Apple,Apple Red 1,179.93,134.22,118.41,1.3406
Apple,Apple Red 1,174.33,118.61,108.46,1.4698
Apple,Apple Red 1,180.71,133.83,118.94,1.3503
Apple,Apple Red 1,163.18,108.34,101.19,1.5061
Apple,Apple Red 1,165.79,109.47,99.25,1.5145
Apple,Apple Red 1,169.86,117.38,106.56,1.4472
Apple,Apple Red 1,179.59,135.49,118.67,1.3255
Apple,Apple Red 1,162.59,115.87,104.44,1.4032
Apple,Apple Red 1,180.59,137.67,122.28,1.3117
Apple,Apple Red 1,180.79,137.74,122.41,1.3125
Apple,Apple Red 1,162.79,115.3,111.05,1.4119
Apple,Apple Red 1,180.08,135.08,117.87,1.3331
Apple,Apple Red 1,173.66,129.85,124.24,1.3374
Apple,Apple Red 1,168.81,118.38,108.08,1.426
Apple,Apple Red 1,166.98,114.6,105.45,1.457
Apple,Apple Red 1,171.78,122.3,112.48,1.4046
Apple,Apple Red 1,172.1,130.9,112.76,1.3148
Apple,Apple Red 1,177.53,131.37,118.01,1.3514
Apple,Apple Red 1,177.47,126.35,110.04,1.4046
Apple,Apple Red 1,177.16,135.96,119.7,1.3031
Apple,Apple Red 1,170.04,118.69,107.91,1.4326
Apple,Apple Red 1,174.34,124.73,112.67,1.3977
Apple,Apple Red 1,174.63,120.26,111.23,1.452
Apple,Apple Red 1,166.18,109.97,99.48,1.5111
Apple,Apple Red 1,165.88,120.91,108.98,1.372
Apple,Apple Red 1,163.33,108.1,100.85,1.5109
Apple,Apple Red 1,162.86,115.82,104.7,1.4061
Apple,Apple Red 1,163.84,107.64,99.23,1.5222
Apple,Apple Red 1,150.37,94.34,89.87,1.5939
Apple,Apple Red 1,163.21,107.73,99.91,1.515
Apple,Apple Red 1,172.69,117.13,107.6,1.4744
Apple,Apple Red 1,163.08,111.36,103.9,1.4644
Apple,Apple Red 1,172.51,117.12,107.28,1.473
Apple,Apple Red 1,152.62,99.06,94.86,1.5407
Apple,Apple Red 1,178.35,134.74,121.2,1.3236
Apple,Apple Red 1,172.49,122.59,111.33,1.4071
Apple,Apple Red 1,163.27,108.83,101.74,1.5003
Apple,Apple Red 1,167.79,122.66,117.94,1.3679
Apple,Apple Red 1,170.02,119.46,108.73,1.4232
Apple,Apple Red 1,175.04,126.38,113.6,1.3851
Apple,Apple Red 1,169.97,119.74,109.17,1.4194
Apple,Apple Red 1,171.61,117.31,104.17,1.4628
Apple,Apple Red 1,167.9,116.21,105.95,1.4448
Apple,Apple Red 1,163.83,118.28,106.14,1.385
Apple,Apple Red 1,178.82,133.18,117.09,1.3427
Apple,Apple Red 1,158.59,108.81,104.54,1.4575
Pear,Pear Stone 1,161.35,163.04,156.72,0.9896
Pear,Pear Stone 1,163.11,163.51,156.89,0.9975
Pear,Pear Stone 1,167.75,172.95,158.95,0.97
Pear,Pear Stone 1,172.12,175.71,166.43,0.9795
Pear,Pear Stone 1,174.03,174.69,169.25,0.9963
Pear,Pear Stone 1,177.24,180.87,170.37,0.9799
Pear,Pear Stone 1,164.1,164.52,158.14,0.9974
Pear,Pear Stone 1,167.99,167.95,162.83,1.0002
Pear,Pear Stone 1,176.7,179.77,171.62,0.9829
Pear,Pear Stone 1,170.45,174.03,165.36,0.9794
Pear,Pear Stone 1,145.96,150.51,138.95,0.9697
Pear,Pear Stone 1,181.5,183.6,176.75,0.9885
Pear,Pear Stone 1,170.16,173.64,163.95,0.98
Pear,Pear Stone 1,179.81,184.14,173.1,0.9764
Pear,Pear Stone 1,139.51,144.14,137.65,0.9679
Pear,Pear Stone 1,137.42,141.92,134.89,0.9682
Pear,Pear Stone 1,170.19,173.72,161.46,0.9797
Pear,Pear Stone 1,168.08,171.37,161.18,0.9808
Pear,Pear Stone 1,171.54,176.4,162.49,0.9725
Pear,Pear Stone 1,162.82,166.13,151.06,0.9801
Pear,Pear Stone 1,168.03,171.67,163.0,0.9788
Pear,Pear Stone 1,177.02,179.73,172.03,0.9849
Pear,Pear Stone 1,171.01,173.4,166.25,0.9862
